Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-12-15 00:00:00-05:00,455.7417439978948,456.91633245678577,453.74207009746453,455.58642578125,141553700,1.906,0.0,0.0
2023-12-18 00:00:00-05:00,457.1881698520897,459.1296032853033,456.13009218585904,458.149169921875,70375300,0.0,0.0,0.0
2023-12-19 00:00:00-05:00,458.69270565753243,461.012732509764,458.61506136543755,460.93505859375,55761800,0.0,0.0,0.0
2023-12-20 00:00:00-05:00,460.0808267995912,461.96401935450547,454.12064234016117,454.5477600097656,102921000,0.0,0.0,0.0
2023-12-21 00:00:00-05:00,457.52788134560456,459.1295875723286,455.1108062836296,458.8577880859375,86667500,0.0,0.0,0.0
2023-12-22 00:00:00-05:00,459.98377994700513,461.4592882220052,457.8870580411275,459.7799377441406,67160400,0.0,0.0,0.0
2023-12-26 00:00:00-05:00,460.1876248035588,462.62410332069675,460.1099508863103,461.7213439941406,55387000,0.0,0.0,0.0
2023-12-27 00:00:00-05:00,461.5175394244562,462.70181495571654,460.9836571015111,462.55621337890625,68000300,0.0,0.0,0.0
2023-12-28 00:00:00-05:00,462.9153345190397,463.5656980482324,462.31349497002446,462.73089599609375,77158100,0.0,0.0,0.0
2023-12-29 00:00:00-05:00,462.53673484415077,463.060930093317,459.44014657654174,461.39129638671875,122283100,0.0,0.0,0.0
2024-01-02 00:00:00-05:00,458.3335624378489,459.7993540123723,456.7124526493962,458.8092041015625,123623700,0.0,0.0,0.0
2024-01-03 00:00:00-05:00,456.6542157231931,457.3919698393569,454.4604162904711,455.062255859375,103585900,0.0,0.0,0.0
2024-01-04 00:00:00-05:00,454.5865251948926,457.16863464029916,453.37312956964047,453.5964050292969,84232200,0.0,0.0,0.0
2024-01-05 00:00:00-05:00,453.80028176128866,456.6639075045455,452.77132456262234,454.21771240234375,86118900,0.0,0.0,0.0
2024-01-08 00:00:00-05:00,454.71281340697016,460.8477500166702,454.5866154970485,460.7021484375,74879100,0.0,0.0,0.0
2024-01-09 00:00:00-05:00,458.0521152033718,461.0225061346344,457.54735315013767,460.0032653808594,65931400,0.0,0.0,0.0
2024-01-10 00:00:00-05:00,460.27499186871785,463.4686578138975,459.9934757568045,462.6047058105469,67310600,0.0,0.0,0.0
2024-01-11 00:00:00-05:00,463.60455806414546,464.119036700077,458.4306513904914,462.40087890625,77940700,0.0,0.0,0.0
2024-01-12 00:00:00-05:00,463.84719564870727,464.58494971105563,461.31363965656635,462.7211608886719,58026400,0.0,0.0,0.0
2024-01-16 00:00:00-05:00,461.34278348918724,462.6532272077025,459.2071951071508,461.0224304199219,85014900,0.0,0.0,0.0
2024-01-17 00:00:00-05:00,458.00353981867966,458.94513616011074,456.110630489601,458.45977783203125,68843900,0.0,0.0,0.0
2024-01-18 00:00:00-05:00,460.12938495584103,463.09005873569527,458.58594911701266,462.5367431640625,91856200,0.0,0.0,0.0
2024-01-19 00:00:00-05:00,463.6628015298727,468.58434205067863,462.5853202688259,468.3028259277344,110834500,0.0,0.0,0.0
2024-01-22 00:00:00-05:00,469.83653714242234,471.0110958989677,468.6425450951434,469.2929382324219,75844900,0.0,0.0,0.0
2024-01-23 00:00:00-05:00,469.836566173897,470.9043307691421,468.7493682867175,470.6616516113281,49945300,0.0,0.0,0.0
2024-01-24 00:00:00-05:00,473.525295727068,474.45717543420074,470.68110299788805,471.1761779785156,81765000,0.0,0.0,0.0
2024-01-25 00:00:00-05:00,473.3020267275593,474.01066056996024,471.17618444820096,473.7388610839844,72525000,0.0,0.0,0.0
2024-01-26 00:00:00-05:00,473.3116847619897,474.7968799164263,472.2924442217773,473.136962890625,76641600,0.0,0.0,0.0
2024-01-29 00:00:00-05:00,473.4476261562877,477.0295728420406,472.9040272208165,476.8839416503906,61322800,0.0,0.0,0.0
2024-01-30 00:00:00-05:00,476.1947226231299,477.2236798269538,475.7578883130134,476.51507568359375,58618400,0.0,0.0,0.0
2024-01-31 00:00:00-05:00,474.31155855924624,474.75807991768903,468.7202212489611,468.7396545410156,126011100,0.0,0.0,0.0
2024-02-01 00:00:00-05:00,470.43842101293257,474.90372358641025,469.6327095934461,474.8746032714844,91891600,0.0,0.0,0.0
2024-02-02 00:00:00-05:00,475.31139921660196,481.5239798187347,474.971642466127,479.873779296875,99228200,0.0,0.0,0.0
2024-02-05 00:00:00-05:00,479.24284325758833,479.9029234991888,475.8744551474019,478.1264953613281,75757100,0.0,0.0,0.0
2024-02-06 00:00:00-05:00,479.06803644581043,479.84462748505155,477.64108188661896,479.51458740234375,55918600,0.0,0.0,0.0
2024-02-07 00:00:00-05:00,481.75695184930976,483.93134756331705,480.8541628931194,483.5139465332031,70556500,0.0,0.0,0.0
2024-02-08 00:00:00-05:00,483.513949705615,484.1060726186496,482.69855130751233,483.7275085449219,52343600,0.0,0.0,0.0
2024-02-09 00:00:00-05:00,484.2322866772762,486.9599980744067,483.8925299274153,486.523193359375,63979400,0.0,0.0,0.0
2024-02-12 00:00:00-05:00,486.49406987855394,488.75582660767503,485.59128089218916,486.30963134765625,56502300,0.0,0.0,0.0
2024-02-13 00:00:00-05:00,480.04849815534635,482.53353038052535,476.3500701317823,479.6116638183594,113099200,0.0,0.0,0.0
2024-02-14 00:00:00-05:00,482.2423099561509,484.4555426281319,479.9222830533005,483.9701843261719,68387800,0.0,0.0,0.0
2024-02-15 00:00:00-05:00,484.66906756169146,487.4938562363656,484.19339631478,487.3094177246094,61683000,0.0,0.0,0.0
2024-02-16 00:00:00-05:00,487.0085316428908,488.14425347916483,484.1449058140717,484.8826599121094,75532900,0.0,0.0,0.0
2024-02-20 00:00:00-05:00,483.14507545774694,483.8148722929186,479.970842787005,482.21319580078125,71736700,0.0,0.0,0.0
2024-02-21 00:00:00-05:00,480.9124325062878,482.80531210783914,479.10688422021883,482.6499938964844,59293400,0.0,0.0,0.0
2024-02-22 00:00:00-05:00,489.25094105413393,493.5997329784438,488.2899113619232,492.63873291015625,76402500,0.0,0.0,0.0
2024-02-23 00:00:00-05:00,494.3568862406584,495.191718012327,492.250447577862,492.9784851074219,61321800,0.0,0.0,0.0
2024-02-26 00:00:00-05:00,493.4152350521733,493.8520693709636,491.0466841824756,491.1728820800781,50386700,0.0,0.0,0.0
2024-02-27 00:00:00-05:00,491.86211180789684,492.30863314805396,489.9692025931845,492.0853576660156,48854500,0.0,0.0,0.0
2024-02-28 00:00:00-05:00,490.53226952547317,492.01746492951116,490.17310907711266,491.43505859375,56506600,0.0,0.0,0.0
2024-02-29 00:00:00-05:00,493.1920036518268,494.8130838290683,490.5516532421677,493.2016906738281,83924800,0.0,0.0,0.0
2024-03-01 00:00:00-05:00,494.075392019808,498.2591489639279,493.6676779750869,497.83203125,76844800,0.0,0.0,0.0
2024-03-04 00:00:00-05:00,497.0360120116513,499.1424502869192,497.0068620768657,497.2980651855469,49799300,0.0,0.0,0.0
2024-03-05 00:00:00-05:00,495.2984852488147,495.7450362651965,490.1245782125844,492.3280944824219,72855600,0.0,0.0,0.0
2024-03-06 00:00:00-05:00,495.59937641592427,497.07488469099843,493.53177482463775,494.82281494140625,68382400,0.0,0.0,0.0
2024-03-07 00:00:00-05:00,498.1135389799133,500.7830096761973,494.8810360564722,499.734619140625,58652100,0.0,0.0,0.0
2024-03-08 00:00:00-05:00,500.36560770630734,503.04473579557066,496.1623881738849,496.735107421875,86532500,0.0,0.0,0.0
2024-03-11 00:00:00-04:00,495.5313914960879,496.8903887313969,493.60936207648933,496.3079528808594,62557200,0.0,0.0,0.0
2024-03-12 00:00:00-04:00,498.41443934118087,502.2293483869414,495.9002573325016,501.6469421386719,73114400,0.0,0.0,0.0
2024-03-13 00:00:00-04:00,501.9672573875113,502.14197926945354,499.4239845817287,500.8606262207031,55104100,0.0,0.0,0.0
2024-03-14 00:00:00-04:00,501.831351753217,501.9866995940405,496.8321966177629,499.87054443359375,110171800,0.0,0.0,0.0
2024-03-15 00:00:00-04:00,496.80816405826874,498.2590460217431,494.77306623402836,496.4381408691406,107646300,1.595,0.0,0.0
2024-03-18 00:00:00-04:00,500.4985887866016,501.93969410963876,498.97956820958467,499.3885192871094,88893300,0.0,0.0,0.0
2024-03-19 00:00:00-04:00,498.69727097739485,502.44611843714694,497.6942976787681,502.16375732421875,60755300,0.0,0.0,0.0
2024-03-20 00:00:00-04:00,502.2220463909248,506.9446253921805,501.5501685674469,506.80828857421875,69594600,0.0,0.0,0.0
2024-03-21 00:00:00-04:00,509.6420513552029,510.34311048087756,508.2008863214216,508.4833068847656,60256100,0.0,0.0,0.0
2024-03-22 00:00:00-04:00,508.39545810681153,508.8823243537427,507.2853888001489,507.5191345214844,79070800,0.0,0.0,0.0
2024-03-25 00:00:00-04:00,506.1462159868013,507.2660322991133,505.96120440733904,506.1170349121094,48512100,0.0,0.0,0.0
2024-03-26 00:00:00-04:00,507.53866742888704,507.87950952715136,504.78304672651166,505.1822509765625,65463700,0.0,0.0,0.0
2024-03-27 00:00:00-04:00,508.00612262936903,509.46672172053235,505.8444050698442,509.427734375,82999800,0.0,0.0,0.0
2024-03-28 00:00:00-04:00,509.46668962011773,510.8298796934876,509.04799170553036,509.3303527832031,96294900,0.0,0.0,0.0
